id,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,evenness,celaantal,gini_thas,gini_wittebolle,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,count,pathogen,dilution,CFU
78,166666.6667,166666.6667,83333.33333,166666.6667,166666.6667,166666.6667,166666.6667,166666.6667,83333.33333,16666.66667,0.957994895,1350000,0.158249158,0.174074074,166.6666667,166.6666667,83.33333333,166.6666667,166.6666667,166.6666667,166.6666667,166.6666667,83.33333333,166.6666667,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,100000,24,LMG2954,0.000001,2400000000
79,83333.33333,166666.6667,166666.6667,166666.6667,166666.6667,83333.33333,166666.6667,166666.6667,166666.6667,16666.66667,0.957994895,1350000,0.158249158,0.174074074,83.33333333,166.6666667,166.6666667,166.6666667,166.6666667,83.33333333,166.6666667,166.6666667,166.6666667,166.6666667,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,100000,8,LMG2954,0.000001,800000000
80,115384.6154,230769.2308,115384.6154,115384.6154,230769.2308,115384.6154,115384.6154,115384.6154,115384.6154,23076.92308,0.954188917,1292307.692,0.188311688,0.207142857,115.3846154,230.7692308,115.3846154,115.3846154,230.7692308,115.3846154,115.3846154,115.3846154,115.3846154,230.7692308,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,100000,22,LMG2954,0.000001,2200000000
81,107142.8571,107142.8571,214285.7143,107142.8571,21428.57143,214285.7143,107142.8571,214285.7143,107142.8571,107142.8571,0.949770816,1307142.857,0.210134128,0.231147541,107.1428571,107.1428571,214.2857143,107.1428571,214.2857143,214.2857143,107.1428571,214.2857143,107.1428571,107.1428571,1000000,1000000,1000000,1000000,100000,1000000,1000000,1000000,1000000,1000000,20,LMG2954,0.000001,2000000000
82,214285.7143,214285.7143,107142.8571,107142.8571,107142.8571,21428.57143,107142.8571,107142.8571,214285.7143,107142.8571,0.949770816,1307142.857,0.210134128,0.231147541,214.2857143,214.2857143,107.1428571,107.1428571,107.1428571,214.2857143,107.1428571,107.1428571,214.2857143,107.1428571,1000000,1000000,1000000,1000000,1000000,100000,1000000,1000000,1000000,1000000,12,LMG2954,0.000001,1200000000
83,166666.6667,166666.6667,166666.6667,166666.6667,833.3333333,166666.6667,166666.6667,166666.6667,83333.33333,166666.6667,0.948724306,1417500,0.133130244,0.146443269,166.6666667,166.6666667,166.6666667,166.6666667,83.33333333,166.6666667,166.6666667,166.6666667,83.33333333,166.6666667,1000000,1000000,1000000,1000000,10000,1000000,1000000,1000000,1000000,1000000,14,LMG2954,0.000001,1400000000
84,20000,100000,200000,100000,100000,200000,100000,100000,200000,200000,0.948721964,1320000,0.214876033,0.236363636,200,100,200,100,100,200,100,100,200,200,100000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,9,LMG2954,0.000001,900000000
85,20000,10000,20000,10000,10000,20000,20000,20000,10000,10000,0.975404595,150000,0.151515152,0.166666667,200,100,200,100,100,200,200,200,100,100,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,20,LMG2954,0.000001,2000000000
86,8333.333333,16666.66667,16666.66667,16666.66667,16666.66667,16666.66667,16666.66667,16666.66667,1666.666667,8333.333333,0.957994895,135000,0.158249158,0.174074074,83.33333333,166.6666667,166.6666667,166.6666667,166.6666667,166.6666667,166.6666667,166.6666667,166.6666667,83.33333333,100000,100000,100000,100000,100000,100000,100000,100000,10000,100000,20,LMG2954,0.000001,2000000000
87,17647.05882,17647.05882,17647.05882,17647.05882,8823.529412,1764.705882,8823.529412,17647.05882,17647.05882,8823.529412,0.953385302,134117.6471,0.186602871,0.205263158,176.4705882,176.4705882,176.4705882,176.4705882,88.23529412,176.4705882,88.23529412,176.4705882,176.4705882,88.23529412,100000,100000,100000,100000,100000,10000,100000,100000,100000,100000,37,LMG2954,0.000001,3700000000
88,18750,18750,18750,1875,18750,18750,9375,9375,9375,9375,0.950140038,133125,0.206145967,0.226760563,187.5,187.5,187.5,187.5,187.5,187.5,93.75,93.75,93.75,93.75,100000,100000,100000,10000,100000,100000,100000,100000,100000,100000,24,LMG2954,0.000001,2400000000
89,1875,18750,9375,18750,9375,9375,18750,18750,9375,18750,0.950140038,133125,0.206145967,0.226760563,187.5,187.5,93.75,187.5,93.75,93.75,187.5,187.5,93.75,187.5,10000,100000,100000,100000,100000,100000,100000,100000,100000,100000,18,LMG2954,0.000001,1800000000
90,10000,10000,20000,20000,10000,20000,2000,20000,10000,10000,0.948721964,132000,0.214876033,0.236363636,100,100,200,200,100,200,200,200,100,100,100000,100000,100000,100000,100000,100000,10000,100000,100000,100000,22,LMG2954,0.000001,2200000000
91,12500,12500,12500,12500,1250,12500,12500,2500,25000,12500,0.929529616,116250,0.221896383,0.244086022,125,125,125,125,125,125,125,250,250,125,100000,100000,100000,100000,10000,100000,100000,10000,100000,100000,23,LMG2954,0.000001,2300000000
92,12500,12500,12500,2500,12500,12500,12500,1250,25000,12500,0.929529616,116250,0.221896383,0.244086022,125,125,125,250,125,125,125,125,250,125,100000,100000,100000,10000,100000,100000,100000,10000,100000,100000,30,LMG2954,0.000001,3000000000
93,10714.28571,21428.57143,10714.28571,10714.28571,2142.857143,10714.28571,10714.28571,21428.57143,10714.28571,2142.857143,0.928136033,111428.5714,0.251748252,0.276923077,107.1428571,214.2857143,107.1428571,107.1428571,214.2857143,107.1428571,107.1428571,214.2857143,107.1428571,214.2857143,100000,100000,100000,100000,10000,100000,100000,100000,100000,10000,12,LMG2954,0.000001,1200000000
94,10714.28571,2142.857143,2142.857143,10714.28571,10714.28571,10714.28571,21428.57143,10714.28571,21428.57143,10714.28571,0.928136033,111428.5714,0.251748252,0.276923077,107.1428571,214.2857143,214.2857143,107.1428571,107.1428571,107.1428571,214.2857143,107.1428571,214.2857143,107.1428571,100000,10000,10000,100000,100000,100000,100000,100000,100000,100000,3,LMG2954,0.000001,300000000
95,10714.28571,10714.28571,2142.857143,2142.857143,21428.57143,10714.28571,21428.57143,10714.28571,10714.28571,10714.28571,0.928136033,111428.5714,0.251748252,0.276923077,107.1428571,107.1428571,214.2857143,214.2857143,214.2857143,107.1428571,214.2857143,107.1428571,107.1428571,107.1428571,100000,100000,10000,10000,100000,100000,100000,100000,100000,100000,2,LMG2954,0.000001,200000000
96,8333.333333,8333.333333,16666.66667,16666.66667,1666.666667,16666.66667,16666.66667,16666.66667,1666.666667,16666.66667,0.926919996,120000,0.232323232,0.255555556,83.33333333,83.33333333,166.6666667,166.6666667,166.6666667,166.6666667,166.6666667,166.6666667,166.6666667,166.6666667,100000,100000,100000,100000,10000,100000,100000,100000,10000,100000,3,LMG2954,0.000001,300000000
97,1764.705882,8823.529412,17647.05882,8823.529412,17647.05882,17647.05882,8823.529412,17647.05882,17647.05882,1764.705882,0.923320324,118235.2941,0.256445047,0.282089552,176.4705882,88.23529412,176.4705882,88.23529412,176.4705882,176.4705882,88.23529412,176.4705882,176.4705882,176.4705882,10000,100000,100000,100000,100000,100000,100000,100000,100000,10000,16,LMG2954,0.000001,1600000000
98,1764.705882,17647.05882,1764.705882,17647.05882,8823.529412,17647.05882,17647.05882,8823.529412,17647.05882,8823.529412,0.923320324,118235.2941,0.256445047,0.282089552,176.4705882,176.4705882,176.4705882,176.4705882,88.23529412,176.4705882,176.4705882,88.23529412,176.4705882,88.23529412,10000,100000,10000,100000,100000,100000,100000,100000,100000,100000,14,LMG2954,0.000001,1400000000
99,9375,9375,1875,18750,18750,9375,1875,18750,9375,18750,0.921756204,116250,0.269794721,0.296774194,93.75,93.75,187.5,187.5,187.5,93.75,187.5,187.5,93.75,187.5,100000,100000,10000,100000,100000,100000,10000,100000,100000,100000,15,LMG2954,0.000001,1500000000
100,9375,1875,18750,9375,1875,9375,9375,18750,18750,18750,0.921756204,116250,0.269794721,0.296774194,93.75,187.5,187.5,93.75,187.5,93.75,93.75,187.5,187.5,187.5,100000,10000,100000,100000,10000,100000,100000,100000,100000,100000,14,LMG2954,0.000001,1400000000
101,937.5,1875,9375,1875,187500,1875,93750,187500,1875,93750,0.638507712,580312.5,0.582904979,0.641195477,93.75,187.5,93.75,187.5,187.5,187.5,93.75,187.5,187.5,93.75,10000,10000,100000,10000,1000000,10000,1000000,1000000,10000,1000000,15,LMG2954,0.000001,1500000000
102,9375,18750,18750,18750,1875000,937.5,18750,1875,93750,9375,0.198781882,2065312.5,0.774027153,0.851429868,93.75,187.5,187.5,187.5,187.5,93.75,187.5,187.5,93.75,93.75,100000,100000,100000,100000,10000000,10000,100000,10000,1000000,100000,12,LMG2954,0.000001,1200000000
103,1071.428571,214285.7143,2142.857143,214285.7143,1071.428571,10714.28571,1071.428571,1071.428571,107142.8571,214285.7143,0.63253864,767142.8571,0.56932453,0.626256983,107.1428571,214.2857143,214.2857143,214.2857143,107.1428571,107.1428571,107.1428571,107.1428571,107.1428571,214.2857143,10000,1000000,10000,1000000,10000,100000,10000,10000,1000000,1000000,11,LMG2954,0.000001,1100000000
104,18750,18750,937500,93750,1875,937500,1875,187500,93750,18750,0.575296581,2310000,0.634149941,0.697564935,187.5,187.5,93.75,93.75,187.5,93.75,187.5,187.5,93.75,187.5,100000,100000,10000000,1000000,10000,10000000,10000,1000000,1000000,100000,13,LMG2954,0.000001,1300000000
105,10714.28571,21428.57143,107142.8571,10714.28571,10714.28571,214285.7143,2142.857143,214285.7143,1071.428571,1071428.571,0.50151617,1663928.571,0.679447404,0.747392144,107.1428571,214.2857143,107.1428571,107.1428571,107.1428571,214.2857143,214.2857143,214.2857143,107.1428571,107.1428571,100000,100000,1000000,100000,100000,1000000,10000,1000000,10000,10000000,20,LMG2954,0.000001,2000000000
106,10000,2000,1000,10000,20000,20000,10000,100000,2000000,20000,0.189773766,2193000,0.777971231,0.855768354,100,200,100,100,200,200,100,100,200,200,100000,10000,10000,100000,100000,100000,100000,1000000,10000000,100000,18,LMG2954,0.000001,1800000000
107,9375,1875,93750,18750,18750,1875,9375,937500,1875,1875,0.263975857,1095000,0.76369863,0.840068493,93.75,187.5,93.75,187.5,187.5,187.5,93.75,93.75,187.5,187.5,100000,10000,1000000,100000,100000,10000,100000,10000000,10000,10000,7,LMG2954,0.000001,700000000
108,200000,200000,1000,1000000,200000,200000,1000,100000,200000,10000,0.715304711,2112000,0.500774793,0.550852273,200,200,100,100,200,200,100,100,200,100,1000000,1000000,10000,10000000,1000000,1000000,10000,1000000,1000000,100000,20,LMG2954,0.000001,2000000000
109,23076.92308,2307692.308,1153.846154,11538.46154,1153.846154,115384.6154,115384.6154,1153.846154,11538.46154,230769.2308,0.314535587,2818846.154,0.750158151,0.825173966,230.7692308,230.7692308,115.3846154,115.3846154,115.3846154,115.3846154,115.3846154,115.3846154,115.3846154,230.7692308,100000,10000000,10000,100000,10000,1000000,1000000,10000,100000,1000000,6,LMG2954,0.000001,600000000
110,93750,187500,9375,1875,93750,1875,937500,187500,187500,18750,0.63644038,1719375,0.58778626,0.646564885,93.75,187.5,93.75,187.5,93.75,187.5,93.75,187.5,187.5,187.5,1000000,1000000,100000,10000,1000000,10000,10000000,1000000,1000000,100000,5,LMG2954,0.000001,500000000
111,2000,1000000,10000,100000,100000,2000,20000,2000,1000,20000,0.343688993,1257000,0.739929124,0.813922037,200,100,100,100,100,200,200,200,100,200,10000,10000000,100000,1000000,1000000,10000,100000,10000,10000,100000,5,LMG2954,0.000001,500000000
112,200000,2000,200000,2000,1000,20000,1000000,10000,10000,10000,0.429092053,1455000,0.712089972,0.783298969,200,200,200,200,100,200,100,100,100,100,1000000,10000,1000000,10000,10000,100000,10000000,100000,100000,100000,13,LMG2954,0.000001,1300000000
113,16666.66667,8333.333333,166666.6667,1666.666667,1666.666667,833.3333333,16666.66667,1666666.667,166666.6667,1666.666667,0.302770086,2047500,0.755947756,0.831542532,166.6666667,83.33333333,166.6666667,166.6666667,166.6666667,83.33333333,166.6666667,166.6666667,166.6666667,166.6666667,100000,100000,1000000,10000,10000,10000,100000,10000000,1000000,10000,16,LMG2954,0.000001,1600000000
114,21428.57143,21428.57143,107142.8571,1071.428571,10714.28571,2142.857143,1071.428571,21428.57143,10714.28571,107142.8571,0.697459679,304285.7143,0.54865557,0.603521127,214.2857143,214.2857143,107.1428571,107.1428571,107.1428571,214.2857143,107.1428571,214.2857143,107.1428571,107.1428571,100000,100000,1000000,10000,100000,10000,10000,100000,100000,1000000,7,LMG2954,0.000001,700000000
115,1875,937.5,187500,187500,1875,937.5,187500,18750,937.5,9375,0.578326689,597187.5,0.605251891,0.66577708,187.5,93.75,187.5,187.5,187.5,93.75,187.5,187.5,93.75,93.75,10000,10000,1000000,1000000,10000,10000,1000000,100000,10000,100000,7,LMG2954,0.000001,700000000
116,1764.705882,8823.529412,882352.9412,1764.705882,176470.5882,176470.5882,176470.5882,17647.05882,88235.29412,176470.5882,0.660784951,1706470.588,0.562094576,0.618304033,176.4705882,88.23529412,88.23529412,176.4705882,176.4705882,176.4705882,176.4705882,176.4705882,88.23529412,176.4705882,10000,100000,10000000,10000,1000000,1000000,1000000,100000,1000000,1000000,9,LMG2954,0.000001,900000000
117,18750,1875,9375,93750,1875000,18750,1875,9375,9375,18750,0.191133656,2056875,0.777243723,0.854968095,187.5,187.5,93.75,93.75,187.5,187.5,187.5,93.75,93.75,187.5,100000,10000,100000,1000000,10000000,100000,10000,100000,100000,100000,16,LMG2954,0.000001,1600000000
118,1071.428571,214285.7143,2142.857143,1071428.571,1071.428571,1071.428571,10714.28571,214285.7143,21428.57143,1071428.571,0.529400543,2608928.571,0.656449505,0.722094456,107.1428571,214.2857143,214.2857143,107.1428571,107.1428571,107.1428571,107.1428571,214.2857143,214.2857143,107.1428571,10000,1000000,10000,10000000,10000,10000,100000,1000000,100000,10000000,9,LMG2954,0.000001,900000000
119,21428.57143,10714.28571,10714.28571,21428.57143,10714.28571,21428.57143,21428.57143,10714.28571,1071.428571,1071.428571,0.905356555,130714.2857,0.286140089,0.314754098,214.2857143,107.1428571,107.1428571,214.2857143,107.1428571,214.2857143,214.2857143,107.1428571,107.1428571,107.1428571,100000,100000,100000,100000,100000,100000,100000,100000,10000,10000,10,LMG2954,0.000001,1000000000
120,18750,937.5,1875000,1875,1875,18750,937.5,9375,937.5,1875,0.076207405,1930312.5,0.805466025,0.886012627,187.5,93.75,187.5,187.5,187.5,187.5,93.75,93.75,93.75,187.5,100000,10000,10000000,10000,10000,100000,10000,100000,10000,10000,15,LMG2954,0.000001,1500000000
121,2307.692308,230769.2308,115384.6154,1153.846154,1153.846154,1153.846154,1153.846154,1153846.154,230769.2308,1153.846154,0.443531926,1738846.154,0.704409724,0.774850697,230.7692308,230.7692308,115.3846154,115.3846154,115.3846154,115.3846154,115.3846154,115.3846154,230.7692308,115.3846154,10000,1000000,1000000,10000,10000,10000,10000,10000000,1000000,10000,7,LMG2954,0.000001,700000000
122,2000,2000,100000,100000,200000,20000,1000000,200000,10000,10000,0.559188481,1644000,0.645211236,0.70973236,200,200,100,100,200,200,100,200,100,100,10000,10000,1000000,1000000,1000000,100000,10000000,1000000,100000,100000,1,LMG2954,0.000001,100000000
123,1666.666667,16666.66667,166666.6667,16666.66667,16666.66667,1666.666667,1666.666667,8333.333333,833.3333333,16666.66667,0.533044063,247500,0.633914907,0.697306397,166.6666667,166.6666667,166.6666667,166.6666667,166.6666667,166.6666667,166.6666667,83.33333333,83.33333333,166.6666667,10000,100000,1000000,100000,100000,10000,10000,100000,10000,100000,27,LMG2954,0.000001,2700000000
124,1875,18750,937.5,9375,1875,1875,93750,1875000,9375,18750,0.162851357,2031562.5,0.789570835,0.868527919,187.5,187.5,93.75,93.75,187.5,187.5,93.75,187.5,93.75,187.5,10000,100000,10000,100000,10000,10000,1000000,10000000,100000,100000,22,LMG2954,0.000001,2200000000
125,100000,100000,200000,200000,200000,100000,100000,1000,20000,20000,0.872725276,1041000,0.345035368,0.379538905,100,100,200,200,200,100,100,100,200,200,1000000,1000000,1000000,1000000,1000000,1000000,1000000,10000,100000,100000,10,LMG2954,0.000001,1000000000
126,937.5,9375,93750,18750,187500,1875,1875,1875,1875,937.5,0.476670567,318750,0.694652406,0.764117647,93.75,93.75,93.75,187.5,187.5,187.5,187.5,187.5,187.5,93.75,10000,100000,1000000,100000,1000000,10000,10000,10000,10000,10000,18,LMG2954,0.000001,1800000000
127,12500,125000,1250,25000,2500,12500,12500,12500,12500,1250000,0.275928311,1466250,0.753855692,0.829241262,125,125,125,250,250,125,125,125,125,125,100000,1000000,10000,100000,10000,100000,100000,100000,100000,10000000,14,LMG2954,0.000001,1400000000
128,1250000,12500,1250,25000,125000,1250,1250,125000,2500,1250000,0.469356874,2793750,0.682652024,0.750917226,125,125,125,250,125,125,125,125,250,125,10000000,100000,10000,100000,1000000,10000,10000,1000000,10000,10000000,27,LMG2954,0.000001,2700000000
129,1875,18750,937.5,937.5,937500,9375,18750,187500,18750,18750,0.34926777,1213125,0.737951384,0.811746522,187.5,187.5,93.75,93.75,93.75,93.75,187.5,187.5,187.5,187.5,10000,100000,10000,10000,10000000,100000,100000,1000000,100000,100000,16,LMG2954,0.000001,1600000000
130,2000,1000,2000,100000,1000,10000,200000,10000,20000,2000,0.507002293,348000,0.68077325,0.748850575,200,100,200,100,100,100,200,100,200,200,10000,10000,10000,1000000,10000,100000,1000000,100000,100000,10000,11,LMG2954,0.000001,1100000000
131,8823.529412,176470.5882,17647.05882,17647.05882,176470.5882,17647.05882,176470.5882,8823.529412,17647.05882,8823.529412,0.717877508,626470.5882,0.510883483,0.561971831,88.23529412,176.4705882,176.4705882,176.4705882,176.4705882,176.4705882,176.4705882,88.23529412,176.4705882,88.23529412,100000,1000000,100000,100000,1000000,100000,1000000,100000,100000,100000,12,LMG2954,0.000001,1200000000
132,176470.5882,882.3529412,882.3529412,17647.05882,1764705.882,1764.705882,1764.705882,882.3529412,17647.05882,176470.5882,0.292713532,2159117.647,0.759780065,0.835758071,176.4705882,88.23529412,88.23529412,176.4705882,176.4705882,176.4705882,176.4705882,88.23529412,176.4705882,176.4705882,1000000,10000,10000,100000,10000000,10000,10000,10000,100000,1000000,23,LMG2954,0.000001,2300000000
133,10714.28571,1071.428571,21428.57143,107142.8571,1071.428571,214285.7143,21428.57143,2142.857143,107142.8571,107142.8571,0.716706048,593571.4286,0.532326879,0.585559567,107.1428571,107.1428571,214.2857143,107.1428571,107.1428571,214.2857143,214.2857143,214.2857143,107.1428571,107.1428571,100000,10000,100000,1000000,10000,1000000,100000,10000,1000000,1000000,18,LMG2954,0.000001,1800000000
134,1363.636364,1363.636364,13636.36364,136363.6364,272727.2727,13636.36364,1363.636364,1363636.364,1363636.364,1363.636364,0.491792923,3169090.909,0.675794085,0.743373494,136.3636364,136.3636364,136.3636364,136.3636364,272.7272727,136.3636364,136.3636364,136.3636364,136.3636364,136.3636364,10000,10000,100000,1000000,1000000,100000,10000,10000000,10000000,10000,2,LMG2954,0.000001,200000000
135,1875,1875000,187500,9375,1875,9375,937.5,9375,187500,1875,0.287028623,2284687.5,0.760659529,0.836725482,187.5,187.5,187.5,93.75,187.5,93.75,93.75,93.75,187.5,187.5,10000,10000000,1000000,100000,10000,100000,10000,100000,1000000,10000,13,LMG2954,0.000001,1300000000
136,2142.857143,1071.428571,2142.857143,10714.28571,214285.7143,107142.8571,1071.428571,107142.8571,21428.57143,10714.28571,0.614736834,477857.1429,0.617203424,0.678923767,214.2857143,107.1428571,214.2857143,107.1428571,214.2857143,107.1428571,107.1428571,107.1428571,214.2857143,107.1428571,10000,10000,10000,100000,1000000,1000000,10000,1000000,100000,100000,10,LMG2954,0.000001,1000000000
137,20000,200000,20000,1000,20000,20000,1000,100000,1000000,1000,0.418993981,1383000,0.715112075,0.786623283,200,200,200,100,200,200,100,100,100,100,100000,1000000,100000,10000,100000,100000,10000,1000000,10000000,10000,27,LMG2954,0.000001,2700000000
138,1071.428571,107142.8571,2142.857143,107142.8571,2142857.143,10714.28571,10714.28571,2142.857143,21428.57143,1071.428571,0.2128146,2406428.571,0.778272484,0.856099733,107.1428571,107.1428571,214.2857143,107.1428571,214.2857143,107.1428571,107.1428571,214.2857143,214.2857143,107.1428571,10000,1000000,10000,1000000,10000000,100000,100000,10000,100000,10000,19,LMG2954,0.000001,1900000000
139,9375,1875,93750,9375,18750,1875,187500,9375,1875000,18750,0.281331047,2225625,0.760435016,0.836478517,93.75,187.5,93.75,93.75,187.5,187.5,187.5,93.75,187.5,187.5,100000,10000,1000000,100000,100000,10000,1000000,100000,10000000,100000,23,LMG2954,0.000001,2300000000
140,200000,200000,20000,10000,20000,1000,100000,1000,20000,100000,0.731426121,672000,0.524080087,0.576488095,200,200,200,100,200,100,100,100,200,100,1000000,1000000,100000,100000,100000,10000,1000000,10000,100000,1000000,17,LMG2954,0.000001,1700000000
141,1764.705882,882.3529412,1764.705882,8823.529412,1764.705882,8823.529412,1764705.882,17647.05882,17647.05882,17647.05882,0.108248864,1841470.588,0.795443656,0.874988021,176.4705882,88.23529412,176.4705882,88.23529412,176.4705882,88.23529412,176.4705882,176.4705882,176.4705882,176.4705882,10000,10000,10000,100000,10000,100000,10000000,100000,100000,100000,16,LMG2954,0.000001,1600000000
142,1875,1875,18750,9375,187500,93750,18750,18750,937500,93750,0.489072844,1381875,0.682003207,0.750203528,187.5,187.5,187.5,93.75,187.5,93.75,187.5,187.5,93.75,93.75,10000,10000,100000,100000,1000000,1000000,100000,100000,10000000,1000000,20,LMG2954,0.000001,2000000000
143,1153.846154,23076.92308,2307.692308,1153846.154,23076.92308,1153.846154,115384.6154,1153.846154,11538.46154,1153846.154,0.427348314,2486538.462,0.697869648,0.767656613,115.3846154,230.7692308,230.7692308,115.3846154,230.7692308,115.3846154,115.3846154,115.3846154,115.3846154,115.3846154,10000,100000,10000,10000000,100000,10000,1000000,10000,100000,10000000,17,LMG2954,0.000001,1700000000
144,1875,1875,1875,93750,937.5,9375,93750,1875,1875,187500,0.550134117,394687.5,0.645864824,0.710451306,187.5,187.5,187.5,93.75,93.75,93.75,93.75,187.5,187.5,187.5,10000,10000,10000,1000000,10000,100000,1000000,10000,10000,1000000,32,LMG2954,0.000001,3200000000
145,1875,93750,18750,1875,9375,1875,187500,187500,93750,93750,0.749705561,690000,0.495059289,0.544565217,187.5,93.75,187.5,187.5,93.75,187.5,187.5,187.5,93.75,93.75,10000,1000000,100000,10000,100000,10000,1000000,1000000,1000000,1000000,19,LMG2954,0.000001,1900000000
146,2142857.143,10714.28571,107142.8571,107142.8571,2142.857143,10714.28571,10714.28571,2142.857143,107142.8571,2142.857143,0.271783553,2502857.143,0.756070984,0.831678082,214.2857143,107.1428571,107.1428571,107.1428571,214.2857143,107.1428571,107.1428571,214.2857143,107.1428571,214.2857143,10000000,100000,1000000,1000000,10000,100000,100000,10000,1000000,10000,17,LMG2954,0.000001,1700000000
147,1250,1250,125000,125000,125000,125000,2500,1250000,2500,125000,0.520982927,1882500,0.631896656,0.695086321,125,125,125,125,125,125,250,125,250,125,10000,10000,1000000,1000000,1000000,1000000,10000,10000000,10000,1000000,10,LMG2954,0.000001,1000000000
148,1875000,1875,187500,937.5,93750,1875,1875,9375,18750,93750,0.309263092,2284687.5,0.752452718,0.827697989,187.5,187.5,187.5,93.75,93.75,187.5,187.5,93.75,187.5,93.75,10000000,10000,1000000,10000,1000000,10000,10000,100000,100000,1000000,14,LMG2954,0.000001,1400000000
149,115384.6154,1153.846154,115384.6154,23076.92308,2307.692308,11538.46154,1153846.154,11538.46154,1153846.154,230769.2308,0.560732039,2818846.154,0.642912961,0.707204257,115.3846154,115.3846154,115.3846154,230.7692308,230.7692308,115.3846154,115.3846154,115.3846154,115.3846154,230.7692308,1000000,10000,1000000,100000,10000,100000,10000000,100000,10000000,1000000,18,LMG2954,0.000001,1800000000
150,17647.05882,17647.05882,1764.705882,88235.29412,176470.5882,176470.5882,17647.05882,88235.29412,17647.05882,882.3529412,0.747895875,602647.0588,0.508052709,0.55885798,176.4705882,176.4705882,176.4705882,88.23529412,176.4705882,176.4705882,176.4705882,88.23529412,176.4705882,88.23529412,100000,100000,10000,1000000,1000000,1000000,100000,1000000,100000,10000,21,LMG2954,0.000001,2100000000
151,214285.7143,214285.7143,1071.428571,214285.7143,107142.8571,1071.428571,1071.428571,2142.857143,1071.428571,1071428.571,0.546621432,1827857.143,0.643397634,0.707737397,214.2857143,214.2857143,107.1428571,214.2857143,107.1428571,107.1428571,107.1428571,214.2857143,107.1428571,107.1428571,1000000,1000000,10000,1000000,1000000,10000,10000,10000,10000,10000000,13,LMG2954,0.000001,1300000000
152,11538.46154,2307692.308,23076.92308,1153.846154,1153.846154,115384.6154,11538.46154,1153.846154,2307.692308,1153.846154,0.140258492,2476153.846,0.797000763,0.876700839,115.3846154,230.7692308,230.7692308,115.3846154,115.3846154,115.3846154,115.3846154,115.3846154,230.7692308,115.3846154,100000,10000000,100000,10000,10000,1000000,100000,10000,10000,10000,14,LMG2954,0.000001,1400000000
153,18750,9375,18750,9375,187500,187500,187500,9375,9375,1875,0.673577253,639375,0.546787523,0.601466276,187.5,93.75,187.5,93.75,187.5,187.5,187.5,93.75,93.75,187.5,100000,100000,100000,100000,1000000,1000000,1000000,100000,100000,10000,12,LMG2954,0.000001,1200000000
154,1000,100000,1000000,20000,200000,100000,20000,2000,2000,1000,0.453770424,1446000,0.702124984,0.772337483,100,100,100,200,200,100,200,200,200,100,10000,1000000,10000000,100000,1000000,1000000,100000,10000,10000,10000,16,LMG2954,0.000001,1600000000
155,88235.29412,8823.529412,882352.9412,17647.05882,1764.705882,1764.705882,1764.705882,1764.705882,17647.05882,17647.05882,0.277877005,1039411.765,0.757987344,0.833786078,88.23529412,88.23529412,88.23529412,176.4705882,176.4705882,176.4705882,176.4705882,176.4705882,176.4705882,176.4705882,1000000,100000,10000000,100000,10000,10000,10000,10000,100000,100000,24,LMG2954,0.000001,2400000000
156,15000,1500000,1500,150000,15000,15000,1500,15000,150000,1500,0.32697314,1864500,0.744459884,0.818905873,150,150,150,150,150,150,150,150,150,150,100000,10000000,10000,1000000,100000,100000,10000,100000,1000000,10000,30,LMG2954,0.000001,3000000000
157,187500,937.5,937.5,1875,1875,18750,1875,1875000,9375,9375,0.188943651,2107500,0.788822388,0.867704626,187.5,93.75,93.75,187.5,187.5,187.5,187.5,187.5,93.75,93.75,1000000,10000,10000,10000,10000,100000,10000,10000000,100000,100000,25,LMG2954,0.000001,2500000000
158,1875,18750,937.5,937500,93750,937500,18750,18750,187500,18750,0.538311429,2234062.5,0.652996605,0.718296265,187.5,187.5,93.75,93.75,93.75,93.75,187.5,187.5,187.5,187.5,10000,100000,10000,10000000,1000000,10000000,100000,100000,1000000,100000,12,LMG2954,0.000001,1200000000
159,15789.47368,1578.947368,1578.947368,15789.47368,1578947.368,157894.7368,15789.47368,157894.7368,7894.736842,15789.47368,0.334443158,1968947.368,0.740613837,0.814675221,157.8947368,157.8947368,157.8947368,157.8947368,157.8947368,157.8947368,157.8947368,157.8947368,78.94736842,157.8947368,100000,10000,10000,100000,10000000,1000000,100000,1000000,100000,100000,19,LMG2954,0.000001,1900000000
160,10000,20000,200000,10000,1000000,10000,2000,200000,10000,2000,0.441745504,1464000,0.704669647,0.775136612,100,200,200,100,100,100,200,200,100,200,100000,100000,1000000,100000,10000000,100000,10000,1000000,100000,10000,15,LMG2954,0.000001,1500000000
